Address,Allocation %,Type ,Sum
0x530fC7e7367ff5b07e2A37d0d0A79fD42eDcdd88,0.02%,Liq Mining Campaign,
0x6609DFA1cb75d74f4fF39c8a5057bD111FBA5B22,0.02%,Liq Mining Campaign,
0x08eDE3fb2495d11c3a19c169091FF00323fb8806,0.02%,Liq Mining Campaign,
0x367ca4480d7e069E3E357Cf93a745982982fdF46,0.02%,Liq Mining Campaign,
0x04203D2a4c8BeF4A5c52509fd7691CF669263192,0.02%,Liq Mining Campaign,
0x920B81D91C5Cead2c2C1253f84230E46a0Aa9460,0.02%,Liq Mining Campaign,
0xd11BdBbeAe9859988701500f1F4ba26261bb1F82,0.02%,Liq Mining Campaign,
0x1d0Cb00Ec62de28e217F18e733d589A556d60B17,0.02%,Liq Mining Campaign,
0x3DD5C1670C9F6481EC29074E6f325334851d2239,0.02%,Liq Mining Campaign,
0xE7591D1D1ec6a6836438E3c3CeEA140C300C0809,0.02%,Liq Mining Campaign,
0x65Bd03ed7b11E5207da2D7785A7220363754b126,0.02%,Liq Mining Campaign,
0xF6DD5c79f9a0Ef0fc3227c8637845941ba5f4a31,0.02%,Liq Mining Campaign,
0xc42af6185982B8B1507CF7E0d16B94faCc738E89,0.02%,Liq Mining Campaign,
0x96FCE7DB7c35f7a646bbf9d6c7Aa12f03a333576,0.02%,Liq Mining Campaign,
0x1A7B7190C0CAFD686aA326db0bCD443579b1699B,0.02%,Liq Mining Campaign,
0x4d35586dD94dA4b85836A3aF8C5Dc8eF98F25423,0.02%,Liq Mining Campaign,
0xb1e62460f9041969c893F653c68e65D1Df6f75D1,0.02%,Liq Mining Campaign,
0x5bCA1a68B756C7C29a75A5f29590Ec673e41b0e7,0.02%,Liq Mining Campaign,
0xe116d5F4CcD817e93a4827B4B1166fB3fA61BEC5,0.01%,Liq Mining Campaign,
0xa8c4686dd894f68b57372ac6cb42B2D7bBFD389c,0.02%,Liq Mining Campaign,
0x7dD2E8BD3f5407bC8786a86fe08381a3678E2080,0.02%,Liq Mining Campaign,
0xdd991D5D03889Fa480f01fA06b5004943b63CbBc,0.02%,Liq Mining Campaign,
0xcC6E8dC98dE1b68A7C33971cFF78DCDf09166cba,0.02%,Liq Mining Campaign,
0xfD188b6b2d8090f89442CA457Ce8512BBF2853d1,0.02%,Liq Mining Campaign,
0x980ae865bdAF61Ee2b4cc0bb0107DF24800f064e,0.02%,Liq Mining Campaign,
0xfaE6F9E381F91De413430D026E6a522a2fb2E0B8,0.02%,Liq Mining Campaign,
0xaDfaa54591B2749eE30AdEb1477C0D2082103755,0.02%,Liq Mining Campaign,
0x4a57583c38E84A27C4a397D49Dc7CdC8cfFFec92,0.02%,Liq Mining Campaign,
0xF6E4c5C1f040EA5E437994fc5653277518a07A3E,0.02%,Liq Mining Campaign,
0x36f6D004008388371eE7a7EF2F76937Ece278B03,0.02%,Liq Mining Campaign,
0x9FC55C28Ef728106479b895e90f109afc7B355eE,0.02%,Liq Mining Campaign,
0xB2515a7221b2654F9Faae0E4eD1d0E49Aa7B85DD,0.02%,Liq Mining Campaign,
0x43675A7C6D96C612357cca327541bAa316165e5F,0.02%,Liq Mining Campaign,
0x1B4D38CeEba9Bf7491bA9dC677d59d294EF9193B,0.02%,Liq Mining Campaign,
0x888F8a7FBcD4999b3CbB2992D200c3c81B939F42,0.01%,Liq Mining Campaign,
0xd5B54e64991b6Bd2E805023e881b2526422b9239,0.02%,Liq Mining Campaign,
0x810a2f5A0d36420eb630e3ecFf1C7B90d7CCA79f,0.02%,Liq Mining Campaign,
0xfdBb67107a7fFD96B970Af783225AB8C9d3D7Eb2,0.02%,Liq Mining Campaign,
0x3152048a8AD94DeeFAf5bcE1A11DabF5d829a01d,0.01%,Liq Mining Campaign,
0x7E7CEF38985d14b9893Dd97DDD8dF425Fb43D286,0.02%,Liq Mining Campaign,
0xb7c6cE1Bc0e75C7D6d45266f257BfE9a6c3F7EF8,0.02%,Liq Mining Campaign,
0xe339c92c845EC4D0C0144Eeb91b8EFe39ea0B598,0.02%,Liq Mining Campaign,
0x765528C21c72512B9D41e44EF856CDf64C35116D,0.02%,Liq Mining Campaign,
0x1556E3f77DC0E6b2cBf4d910CbB83D0f1fF09fcd,0.01%,Liq Mining Campaign,
0x235Ff074bb972ED333a7312b829941E693C3A6a9,0.02%,Liq Mining Campaign,
0xc8f0c8D8800875190702B55aADD1D70eE68DF45C,0.01%,Liq Mining Campaign,
0xdAfaa042073ECc1B73e77D1ff08Bf1A06FB01BA6,0.02%,Liq Mining Campaign,
0x0b6e703F9A331ccC7b43095c2f66116657e8BB3C,0.02%,Liq Mining Campaign,
0x098b8c838856F8678668919029fEAA4087ac59c0,0.02%,Liq Mining Campaign,
0x6969e2041B22FCEbdb3b4f7a39c0aDA38b152F52,0.02%,Liq Mining Campaign,
0x3E6Cd1b5d314E8f383Ff7a0B79E793cE9bBEfc59,0.02%,Liq Mining Campaign,
0xe585a15f1C1817421247907DA07B48120b5D41D8,0.02%,Liq Mining Campaign,
0x25444CC983935F5786e2E720b6c42C267900218e,0.02%,Liq Mining Campaign,
0x6451c09D8080bf7f85844559Ff0e96b484A4BFc0,0.02%,Liq Mining Campaign,
0x3D364e5a0cF70a9189e970D85D0DeA290b7986C1,0.02%,Liq Mining Campaign,
0x2D1a0F69ea53d61b4f74648Ca1db523610784406,0.02%,Liq Mining Campaign,
0x47ef32BE3FF64eEaDf172c3F3446756da2B4b3B0,0.02%,Liq Mining Campaign,
0x841d0ca751d05Fca8e5b82220033adAc98Dbf6a5,0.02%,Liq Mining Campaign,
0x0b4F719952a27a0A53Dc2EE647Ee882101e5F4be,0.02%,Liq Mining Campaign,
0x9f754A408Be97c2F001A3A12a6a966C6d109761f,0.02%,Liq Mining Campaign,
0x03c1b5A98D653E6afc62BF627F5D89CEA52932C8,0.05%,Liq Mining Campaign,
0x55fa5aC048a0834Dec255B70Da4FDE6F8A64d519,0.02%,Liq Mining Campaign,
0x2bd01466503473Dbc9Bb813568c4510390f4Ae83,0.01%,Liq Mining Campaign,
0xA27A30AB2EB3A66ca7133Af25bd465Cf90895acb,0.02%,Liq Mining Campaign,
0x9819e671488ef58efDd2b46698F456A09CA93f2e,0.02%,Liq Mining Campaign,
0x78774AA6dEbD5c02b2805Fd46fd681734110d4Ec,0.02%,Liq Mining Campaign,
0x1ca06f893289b5D5a42b6739Ee538B360F161B80,0.01%,Liq Mining Campaign,
0x0e9E11FE0f6E6ABbe12ba1D099dCf27B1C4B473b,0.01%,Liq Mining Campaign,
0x4B3ccC5Fde94209Fb2587305BB281aC2649c0aa2,0.01%,Liq Mining Campaign,
0xa12D205D2b2aEf73089Ec2B8bD700789489742c4,0.02%,Liq Mining Campaign,
0xE08Da0d972B74581EC77a3C988E47d6E56bfBB7d,0.01%,Liq Mining Campaign,
0xB561E556C2CCAC2944b46a7A92C940288C5A313a,0.01%,Liq Mining Campaign,
0xc54570f3751b79dd99231287C7036daA31e38888,0.02%,Liq Mining Campaign,
0x820094b7942f39A635609C6268F7311e4C661D71,0.01%,Liq Mining Campaign,
0x81C2c03755d5A0703476F6c527e668DAfA757386,0.01%,Liq Mining Campaign,
0x39d27f1157b6Fd3A711263788431C036442d760B,0.01%,Liq Mining Campaign,
0x6e2c6D21509A4a035f76e7De61eaFa17d009d808,0.01%,Liq Mining Campaign,
0xb5A38d4F679Bc47FAdA49ecD7643b2Cb7Da60EBb,0.01%,Liq Mining Campaign,
0x81074A4C6227b3036FF1bAA9e2Dc8a7C78A583a3,0.01%,Liq Mining Campaign,
0x2D31B4b8Ca1580B9308048E6bDA74d78f9315fC3,0.01%,Liq Mining Campaign,
0x53e7B394dAE9FEa91bfdbdD1Be0caAEfD94Dda06,0.01%,Liq Mining Campaign,
0xD2B06C4D93Daf35cd62B93b5D5af1FF3F0Db3fFc,0.01%,Liq Mining Campaign,
0xdD27D6aeC8Ce29D475c5bB707B12eDde53880B01,0.01%,Liq Mining Campaign,
0x2341333ef012694AF53113f04E53de515301A700,0.01%,Liq Mining Campaign,
0x2E2BEb64e8A2B0700132B44A9eD6138D54Df6b1b,0.01%,Liq Mining Campaign,
0xe24fE0578dAA0F085e76e396E6E7Bcc788054fd2,0.01%,Liq Mining Campaign,
0x9F742B8056AdB28fA059313429f143E50a6c306a,0.01%,Liq Mining Campaign,
0x3f02cc4007250717F7b607A4E595b655f40B5D2F,0.01%,Liq Mining Campaign,
0x88cC97C5AaAF902ab5C7b39a53D0F90ab7d38e39,0.01%,Liq Mining Campaign,
0xAeaaFA7472F8B9C90cc4951cC694Cb99555FFDC2,0.01%,Liq Mining Campaign,
0x4B3382abB9ff228EA8C0f57f90b03d22538e496a,0.01%,Liq Mining Campaign,
0xa665D83457cB91C3b254b35a5D61143F66473Be7,0.01%,Liq Mining Campaign,
0x89425a801dbbacD4562638161198b6d3b85A314c,0.01%,Liq Mining Campaign,
0x940f910aB03590A7Cc1F47339Dbb5f0f36ADb81D,0.01%,Liq Mining Campaign,
0x5cd4d14d5f586B8D9c944C8567B2c025f4729822,0.01%,Liq Mining Campaign,
0x3FFbc221b2215d6E7d9c863FB44616a1AE042017,0.01%,Liq Mining Campaign,
0x8eD876fdEd3699C590Be3E12cef56E23376eff3B,0.01%,Liq Mining Campaign,
0x12e34029669c0A9AAdd31cACba4910e1cf38434c,0.01%,Liq Mining Campaign,
0x72C2842C914Eb293556151D2b9A6b558C7865f0F,0.01%,Liq Mining Campaign,
0x9000B036186d941A35cA78254F7Fe6Dc1ADa6778,0.01%,Liq Mining Campaign,
0xf36b3f9E2FF6E8006681c0aF9358e50496e5f654,0.01%,Liq Mining Campaign,
0x4B96eBe2d889Eb1bed7b35BB2e7B471f0ebF7377,0.01%,Liq Mining Campaign,
0x2d1a24FDe75d78c2fA5025600886Ff65Be93937a,0.01%,Liq Mining Campaign,
0x5a997CCdF57FeE13891995133D8833dB457f65e5,0.01%,Liq Mining Campaign,
0xDBe609abfD89A224aB270FbA62B9F9341032974A,0.01%,Liq Mining Campaign,
0xeA1264FF0cCD70dbB148144d4ADe474a3Ef4E1E9,0.01%,Liq Mining Campaign,
0x4FfD0A59a26cB2Aa76D403215e4cC2845C053994,0.01%,Liq Mining Campaign,
0xC1E475c360f9cF655b066171f70e72eA494E6B22,0.01%,Liq Mining Campaign,
0x564d5AEEb2CdE5Ecd16dA4C0398C3937441359b4,0.01%,Liq Mining Campaign,
0xD811922ade2Ed82e843A61BC6C3a05ce6aA296F2,0.01%,Liq Mining Campaign,
0x5c17Fd0CEAD9d8FAae0642dbAC716D47eb763Ca1,0.01%,Liq Mining Campaign,
0xDEf833Cc9Cc9AC718FE37d0efF9DdEC40FFf0eAd,0.01%,Liq Mining Campaign,
0x1d5603071B3a2C68C6Fed879eFAE6F9Ae4db84a4,0.01%,Liq Mining Campaign,
0x8E2D2EE8Fc344938B2cBDB60d5AA1Ea4154C6918,0.01%,Liq Mining Campaign,
0x5D142F1A0994484A9Ab53DF844a7185Ff4A4eFC2,0.01%,Liq Mining Campaign,
0xbbb2eBdC3955E3EFcD06508A4EB48DCF51Bf420a,0.01%,Liq Mining Campaign,
0x2225e8A95fBF7Cd32b9B9AC3D87fA88c6957cB6F,0.01%,Liq Mining Campaign,
0x218cBbB1cB420a01e4df48879bAC890040876c50,0.01%,Liq Mining Campaign,
0x8306aD8a2994C814d8E39B08af5B7F378D7605DD,0.01%,Liq Mining Campaign,
0x5c2632cEDb167609c7f12e9BBFbC5665CFD66d40,0.01%,Liq Mining Campaign,
0x2237263a47408cd168216011036785FBf8caE53c,0.01%,Liq Mining Campaign,
0x71B967253976da70De8fA1be11Cda4b45A7C1034,0.01%,Liq Mining Campaign,
0x2B107f2ed2ae3f5E3171aAfd7bAe951799860Bd8,0.01%,Liq Mining Campaign,
0x4d1bB6Ad01d6fD35BaCFAcA0d86b1A8925ef4B07,0.01%,Liq Mining Campaign,
0x6A627f215834e41fc1c2c7DF1ED75e72b5a9ea24,0.01%,Liq Mining Campaign,
0x497B18afFbE61d4C852fC5B22f319222b57ca296,0.01%,Liq Mining Campaign,
0x0627C1593Ba53e9F09D0E25536bd2C79c3ad48f2,0.01%,Liq Mining Campaign,
0x8f23EC6Cb459529F147068298D98CAff2E62568F,0.01%,Liq Mining Campaign,
0x9BE92E68C71e52269B96e615031f0571bfe7CC7E,0.01%,Liq Mining Campaign,
0x773D02D876f4EfFd93eEEB0576015CA6ae721cCC,0.03%,Liq Mining Campaign,
0xD8472114AE05D3ca98CCBD4852a0E3baa58f1217,0.01%,Liq Mining Campaign,
0xFF5dF32FC2AD0421662109f6998FDf7Db30944A7,0.01%,Liq Mining Campaign,
0x9a719029eDC50A1eEb12e8bdf31ad85863199488,0.01%,Liq Mining Campaign,
0x43D413b607Ec68f75aA1558Dd1918a90fcfc310d,0.01%,Liq Mining Campaign,
0x02E77c05E6aB14c25BeE5F2966A7F3f87A075b61,0.01%,Liq Mining Campaign,
0x5f2D7B79D8Cdd86Df4927d379BD29d602B59467C,0.01%,Liq Mining Campaign,
0x000000000A38444e0a6E37d3b630d7e855a7cb13,0.01%,Liq Mining Campaign,
0x53cC62fe9d7D0c1642ceC459819A37E6b095c6dF,0.01%,Liq Mining Campaign,
0xf9D4F0B2aa1B7721a9AC61AD60EE53c79B8cC979,0.01%,Liq Mining Campaign,
0x4947E216B7A549455fe9DDC78cbF0b6525EC00A5,0.01%,Liq Mining Campaign,
0x815eD7bc3d239d6e250c0e9b48DA6f34ab6dE154,0.01%,Liq Mining Campaign,
0xd6D492194ab54d3DCEA75ba70A7CB781fDf2E664,0.01%,Liq Mining Campaign,
0x1A41CEA042600599594Ca3E00CBA09a03e03f58e,0.01%,Liq Mining Campaign,
0x660AC80c47ec41B82cCe42B1acDD45c50f44ef0d,0.01%,Liq Mining Campaign,
0x84610A12fb2da9903015c90d8E218a14BC65268C,0.01%,Liq Mining Campaign,
0xbda85A79dFc16829F23c4140AD59ed10d5099889,0.01%,Liq Mining Campaign,
0xbf104d6a76e5b4cD32C764CAdCE64d8fB7365368,0.01%,Liq Mining Campaign,
0xA9f8388e9fcA8d65c42e1Bf0B2103D1D5d73481b,0.01%,Liq Mining Campaign,
0x50A3de7517d9857aaD98AE39F4F146BC9407CF2D,0.01%,Liq Mining Campaign,
0xa3Ae813a2B29f397C3175857efeA760eAf94D7ae,0.01%,Liq Mining Campaign,
0x35A31F685cEE4AeC5F323789fC50110454E71eBf,0.01%,Liq Mining Campaign,
0x8ad89b4375CA2Abb27f890dd386469d7C56B4BFF,0.01%,Liq Mining Campaign,
0x0467A2f2c2D2A09fB1979d40d8DB18b9d8d21aF3,0.01%,Liq Mining Campaign,
0x1FfEC46C1f4382c25198454a346F94E758fdEE0a,0.01%,Liq Mining Campaign,
0x8fAC6eb73a318b729f5fC3d651ED22Bae72d571D,0.01%,Liq Mining Campaign,
0x76A7F6bcD00653fC33eCFCf54567B33e653672cF,0.03%,Liq Mining Campaign,
0x2D77358Ecb1e5F8055f2A81fFa48F8c73F9C7D38,0.01%,Liq Mining Campaign,
0x18D0933F038A3E873e5d62BC96bdBdf3b77E8ACb,0.01%,Liq Mining Campaign,
0x2cf6c8E5F4445a09eCDdDdE9C5213a4601133C13,0.01%,Liq Mining Campaign,
0x75AeC4a85C0Bbb0A461AE8C400ce7E9252816e5D,0.01%,Liq Mining Campaign,
0x1e09C076aC38dB4a09690512BAFf22f23a0620EF,0.01%,Liq Mining Campaign,
0xDf9aE25C699ee4b49539eAf5B7dE3a5C84ff6A5E,0.01%,Liq Mining Campaign,
0xa02d1A73e8F6dC9dDAB2696AdC0e6de3074E4Fa8,0.01%,Liq Mining Campaign,
0xc981B98B4dd042B1019be99C9698c4a0d93a90B1,0.01%,Liq Mining Campaign,
0xb4CB30bA4e3153f4fD66DDd12c42413506Cd5DDa,0.01%,Liq Mining Campaign,
0x04A299D3E8ac9bD2f4a52d10C45a330649320280,0.01%,Liq Mining Campaign,
0x91f89e408BFe984Ae14955d87034FF830C8746c2,0.01%,Liq Mining Campaign,
0x1ad01C8A6e4ed1D00116ADe319374eFa364E17B9,0.01%,Liq Mining Campaign,
0x056A6CDfe621f80862Ca27536855E5deEB7Dd817,0.01%,Liq Mining Campaign,
0xf418466e02D5908320448cb4B4698264f40F99C7,0.01%,Liq Mining Campaign,
0xF3bB7c05d6c40C62327E522f91E6DC8AA8A0274C,0.01%,Liq Mining Campaign,
0xdf2E1dAE55a81fc97231666573e972d46391fc64,0.01%,Liq Mining Campaign,
0x55489eDb4F7908bC944AcE7D0ae9480134b550C1,0.01%,Liq Mining Campaign,
0x486C070fF0F0C7c19E997bf72b15532E868Ff54e,0.01%,Liq Mining Campaign,
0x8234c44140754dD863fE04351969C0662dFbE3e3,0.01%,Liq Mining Campaign,
0x725CEE4C9bB050E9B3527E545210c693DB405D60,0.01%,Liq Mining Campaign,
0x566A08B4401f17BF445CC9A204020F517B7392fd,0.01%,Liq Mining Campaign,
0x259f899632dE6c3eCAfaeED25AC02De85467233c,0.01%,Liq Mining Campaign,
0x1D547c50659F0Fa0Ecb4e1F9c82213fA7B87078E,0.01%,Liq Mining Campaign,
0xA9b7dE5758CB4Ae55fcc909c6089C04e2FfCa6E2,0.01%,Liq Mining Campaign,
0x61928df6fB43E0Be83e5ABcD4E86A0F8c4fc46b2,0.01%,Liq Mining Campaign,
0x6bd9ceAD7f7ded4E4aFef8D3Ed12b3ed56A00DDE,0.01%,Liq Mining Campaign,
0xe16dA08089301F942DA6AcBad229Ef1506423C3d,0.01%,Liq Mining Campaign,
0x14c5f04771Ed61D56C4C84A984DA53528a3A4f53,0.01%,Liq Mining Campaign,
0x006748d941640E0658cb36F6d2F3Dad435B9fb0A,0.01%,Liq Mining Campaign,
0x65b924Ae3E2a51C8b748450CC339Ec0500575151,0.01%,Liq Mining Campaign,
0x919b7bacFF183D8B0fc32E9B4E5c55e5d054d4FA,0.01%,Liq Mining Campaign,
0xF462ECBFC60C71ADA497c534D5AD84Ca0D750Abe,0.01%,Liq Mining Campaign,
0x34B4844AD973e7aA7054dEE79C577dBF12b94D6F,0.01%,Liq Mining Campaign,
0x7e8482744abcdA052e338DDd9c8dCb8824D63898,0.01%,Liq Mining Campaign,
0x5857f7d570aE40d61Ed9F540d17c97c4Ebf257E8,0.01%,Liq Mining Campaign,
0x12D283dA77de1a9A0bfC85e92914b10aF1bd7359,0.01%,Liq Mining Campaign,
0x10c1c82C7e19839C5Ad221728152DAcC630efE29,0.01%,Liq Mining Campaign,
0x56668D56FaFd3aa81B24dc637642C6FBcf7b9241,0.01%,Liq Mining Campaign,
0x2D08AbAb70c9605343FED2621f23515a6E61d217,0.01%,Liq Mining Campaign,
0x5D5321C05Fe585B3F5b7dB61cc2F99A698063290,0.01%,Liq Mining Campaign,
0x631C5e7Feb04384b7d2510D13b809aFbe481dCd3,0.01%,Liq Mining Campaign,
0x8c3742cc48f84eCb5Bb82D5e4DDa0250A7513245,0.01%,Liq Mining Campaign,
0x0E7381Ef9f870109Fc2D3465c30Bc464B92CC4F1,0.01%,Liq Mining Campaign,
0x23c925BA4Df92D38b9cA518Aa37d125A370fEA0e,0.01%,Liq Mining Campaign,
0xF9EE850F72e5D901ebcB12e5F2bF9E4666AbC206,0.01%,Liq Mining Campaign,
0x8E3adA01F943b896f66C8D5F265fB04F74384D6A,0.01%,Liq Mining Campaign,
0x9c923f87E35D00f5D5d5DC015A2Fd313989bbc98,0.01%,Liq Mining Campaign,
0xaEB897D84e086f0A4Cea3d47fdDAc7cA7d9e54e8,0.01%,Liq Mining Campaign,
0x230026bbd7AbE652A0b0aecd85768d20b1A587d1,0.01%,Liq Mining Campaign,
0xf3b059c887172f2cc52b5e77EE3b2C8B3A32E6eF,0.01%,Liq Mining Campaign,
0x89e5A2AcBFe19fe22fe4be196af6f399Caab070A,0.01%,Liq Mining Campaign,
0x06E3B143991808a504c2cC9B7f09deb100A02772,0.01%,Liq Mining Campaign,
0x281cAa39D1877057F29BA185a7BdC9B66edAFf87,0.01%,Liq Mining Campaign,
0x2303D64736EB0cA0A257d896e6EC715cb4182F7c,0.01%,Liq Mining Campaign,
0x87FD171420E2a60d09419da81154fA6ab6A16ab7,0.01%,Liq Mining Campaign,
0x358D3d12Dadb5de957354b2Cf628F26BfE405129,0.00%,Liq Mining Campaign,
0x793EDb925eCe66604ebC0673c2D2fa5dBC497D61,0.01%,Liq Mining Campaign,
0x18749d053c5CD0fCeF9BFf70Ab119182Dd3b8594,0.01%,Liq Mining Campaign,
0x69DA58fFf827b1Cf91677b72B8fC515f61784762,0.00%,Liq Mining Campaign,
0xD32Bbc58c6935824220Cf2E5d679FaEef56418eD,0.00%,Liq Mining Campaign,
0x33862999B886379C9Dd4D854059bC3DD5d550A52,0.00%,Liq Mining Campaign,
0x5c0DFb7169F236d36B5ec122ee03dc4a7709BD33,0.00%,Liq Mining Campaign,
0xdbbb2f4847dcb605390CF8AF531edDDd7c897335,0.01%,Liq Mining Campaign,
0x156D9F54BD9e28E21f9f4f0885B914C46574667E,0.00%,Liq Mining Campaign,
0xE09DAa18CC96459e27B7BBf1F2F14B4d858A61A8,0.00%,Liq Mining Campaign,
0x478683278e0f1093baF890f9a53D9cC5B5a55369,0.00%,Liq Mining Campaign,
0x14AB9F431B7D25FcAd366EC9511DcE38E229745C,0.00%,Liq Mining Campaign,
0x7Ac3f39Ce40cd782Dd221ca15c22E4a23f684430,0.01%,Liq Mining Campaign,
0x3B35Cd0F2BAA0F59084649D68155E93F438FE32f,0.01%,Liq Mining Campaign,
0xeADE62596062E385B0013e7401a0d2CB5F593868,0.01%,Liq Mining Campaign,
0x0d13A62154B5870b1fB8539e69ee95A61d4ec04E,0.01%,Liq Mining Campaign,
0xF21F14F7c780e7AB2660dCc7135a9210C3eF8Dc4,0.00%,Liq Mining Campaign,
0xBa0FB1f086B371C2b04a98964C5DdC2154309d95,0.01%,Liq Mining Campaign,
0xB20c501f7b125436e42D8fdD7b2e3A4F7B1b3839,0.01%,Liq Mining Campaign,
0xFA536092bCE7f5733140Ae7cd863BFF66B89dAc9,0.01%,Liq Mining Campaign,
0xcA26050Ed63af278e0986cD7BC5E59e3fAc40DE0,0.01%,Liq Mining Campaign,
0x9B2d6e2d5Ef25C0454AbaA392Fcd9796E05567C9,1.30%,Liq Mining Campaign,
0x8fdb179Db2CD74dAdBa35377597e94Bfc62BE512,0.01%,Liq Mining Campaign,
0x4A3a1F503F664a7DF698355a0fb4A505dEF35A22,0.00%,Liq Mining Campaign,
0xa1307039945AA42AA26b351BFBe839ef4ab6F1F9,0.01%,Liq Mining Campaign,
0xBEb127E9008139078ed905E20FCbC4FeAeBB4116,0.00%,Liq Mining Campaign,
0xe16c1a40A9545586c0fd45Ff53736B4d3b5E871E,1.05%,Liq Mining Campaign,
0x88217A48D7D5004c863132A34898850dF7e8F38B,0.00%,Liq Mining Campaign,
0xC60B9846f1dBEF866da5e3EDE3fF7f8F471eBba8,0.08%,Liq Mining Campaign,
0x0e26633F22CCE6613Be9b6F151a3E4a7b413eB11,0.00%,Liq Mining Campaign,
0x0ff42a2132324F96457a3C849572877298258385,0.18%,Liq Mining Campaign,
0x42CB77FE9095CAdB11CDf7481B59b67d0B4A11D6,0.00%,Liq Mining Campaign,
0xa810453caDe95B3B517B1985C8c04915dd73C2eb,0.00%,Liq Mining Campaign,
0xD3f925042d39c23E7126e140AD1423142721C97C,0.00%,Liq Mining Campaign,
0xAB04a2D4eD21F6B74e650184748Da65b93a8C827,0.00%,Liq Mining Campaign,
0xc1D98bbdf6f6141F78688CF2E75AF6A7ec8EeB11,0.00%,Liq Mining Campaign,
